Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Percent of firms with women participation in ownership,Percent of firms with majority women ownership,Percent of firms with a woman top manager,[B-READY] Percent of firms owned or managed by women among those that held a government contract in last 3 years,Proportion of permanent full-time workers that are women (%),Proportion of permanent full-time production workers that are women (%)*,Proportion of permanent full-time non-production workers that are women (%)*,Proportion of women workers offered formal training over last fiscal year (%)*,"Proportion of women workers offered formal training over last fiscal year (%, only service sector)"
Barbados,2023,Sector,Manufacturing,All,Average,46.7,14.7,25.4,54.8,48.5,37.8,59.7,n.a.,
Barbados,2023,Sector,Manufacturing,Manufacturing,Average,46.7,14.7,25.4,54.8,48.5,37.8,59.7,n.a.,
Barbados,2023,Sector,Services,All,Average,29.4,14.5,15.1,26.2,48.8,,,,73.5
Barbados,2023,Sector,Services,Services,Average,29.4,14.5,15.1,26.2,48.8,,,,73.5
Barbados,2023,Size,,Small (5-19),Average,29,14.3,16.7,27.4,47.3,43.4,64.3,n.a.,n.a.
Barbados,2023,Size,,Medium (20-99),Average,34.4,18.4,21.6,17.9,51.6,36.8,55.8,n.a.,n.a.
Barbados,2023,Size,,Large (100+),Average,64.2,0,5.1,72.4,54.8,20.8,52.3,n.a.,n.a.
Barbados,2023,Gender of Top Manager,,Top manager is female,Average,96.4,83.7,100,n.a.,67,65.9,73.8,n.a.,n.a.
Barbados,2023,Gender of Top Manager,,Top manager is male,Average,18.9,0.3,0,30.2,45.2,33.6,57.4,n.a.,70.4
Belarus,2008,,,,Average,52.9,,24.8,,49.3,48.5,54.6,,
Belarus,2008,Sector,Manufacturing,All,Average,56.1,,24.3,,48.4,48.5,54.6,,
Belarus,2008,Sector,Manufacturing,Manufacturing,Average,56.1,,24.3,,48.4,48.5,54.6,,
Belarus,2008,Sector,Services,All,Average,52,,25,,49.5,,,,
Belarus,2008,Sector,Services,Retail,Average,58.6,,45.4,,67.3,,,,
Belarus,2008,Sector,Services,Other Services,Average,48.3,,13.6,,39.5,,,,
Belarus,2008,Size,,Small (5-19),Average,52.7,,28.6,,48.4,45.3,59.8,,
Belarus,2008,Size,,Medium (20-99),Average,45.8,,19.5,,50.5,44.3,45.3,,
Belarus,2008,Size,,Large (100+),Average,65.8,,23.9,,49.6,55.6,60.3,,
Belarus,2008,Gender of Top Manager,,Top manager is female,Average,80.2,,100,,76.4,74.7,79.8,,
Belarus,2008,Gender of Top Manager,,Top manager is male,Average,44.2,,0,,40.1,36.9,43.1,,
Belarus,2013,,,,Average,46.2,17.6,32.2,,52,40.1,49.9,,
Belarus,2013,Sector,Manufacturing,All,Average,39.6,11.7,17.9,,41.7,40.1,49.9,,
Belarus,2013,Sector,Manufacturing,Manufacturing,Average,39.6,11.7,17.9,,41.7,40.1,49.9,,
Belarus,2013,Sector,Services,All,Average,47.9,19.1,35.9,,54.6,,,,
Belarus,2013,Sector,Services,Retail,Average,52.3,26.1,61.8,,75.1,,,,
Belarus,2013,Sector,Services,Other Services,Average,45.4,15.5,20.5,,42.5,,,,
Belarus,2013,Size,,Small (5-19),Average,46.4,20.7,36.1,,53.3,40.4,51.7,,
Belarus,2013,Size,,Medium (20-99),Average,43,12.3,25,,48.2,29.6,43.7,,
Belarus,2013,Size,,Large (100+),Average,51.5,13.1,27.3,,52.7,58.6,58.1,,
Belarus,2013,Gender of Top Manager,,Top manager is female,Average,68,48,100,,75.6,69,65.6,,
Belarus,2013,Gender of Top Manager,,Top manager is male,Average,36.2,5.1,0,,40.7,33.6,46.5,,
Belarus,2018,,,,Average,45.5,19.2,21.1,,48.3,41,49.6,,
Belarus,2018,Sector,Manufacturing,All,Average,39.5,18.9,17.8,,45.6,41,49.6,,
Belarus,2018,Sector,Manufacturing,Food,Average,48,27.3,40.2,,63.2,58.9,65.1,,
Belarus,2018,Sector,Manufacturing,Garments,Average,78.3,55.5,59.7,,84.7,92.8,61.7,,
Belarus,2018,Sector,Manufacturing,Other Manufacturing,Average,34.9,14.5,10.3,,39.1,33.2,45.6,,
Belarus,2018,Sector,Services,All,Average,47.9,19.3,22.4,,49.3,,,,
Belarus,2018,Sector,Services,Retail,Average,51.9,24.6,41.5,,69.5,,,,
Belarus,2018,Sector,Services,Other Services,Average,46.5,17.7,16,,42.8,,,,
Belarus,2018,Size,,Small (5-19),Average,44.4,22.6,26.3,,50.9,41.3,50.1,,
Belarus,2018,Size,,Medium (20-99),Average,47.3,13.5,15.6,,42.9,37.8,47.4,,
Belarus,2018,Size,,Large (100+),Average,47.3,13.1,5.5,,47.5,47.4,53.3,,
Belarus,2018,Gender of Top Manager,,Top manager is female,Average,84.9,58.8,100,,72.9,71.2,73.3,,
Belarus,2018,Gender of Top Manager,,Top manager is male,Average,34.9,9.3,0,,41.6,34.2,44.2,,
Belgium,2020,,,,Average,44.2,11.8,17.9,,29.6,16.8,42.5,,
Belgium,2020,Sector,Manufacturing,All,Average,38.2,7.9,11.8,,25.6,16.8,42.5,,
Belgium,2020,Sector,Manufacturing,Food,Average,53,11.2,16.7,,39.4,26.6,56.5,,
Belgium,2020,Sector,Manufacturing,Fabricated Metal Products,Average,30.1,2.8,7.2,,22.1,16.9,37,,
Belgium,2020,Sector,Manufacturing,Other Manufacturing,Average,35.6,8.8,11.7,,21.1,12.3,38.8,,
Belgium,2020,Sector,Services,All,Average,45.8,12.8,19.6,,30.6,,,,
Belgium,2020,Sector,Services,Retail,Average,48.7,20,22.2,,52.3,,,,
Belgium,2020,Sector,Services,Other Services,Average,45,10.7,18.9,,24.4,,,,
Belgium,2020,Size,,Small (5-19),Average,44.9,11.6,18.3,,30.1,14.6,45.4,,
Belgium,2020,Size,,Medium (20-99),Average,42.5,13.5,18,,28.3,16.9,39.4,,
Belgium,2020,Size,,Large (100+),Average,40.7,3.8,11.6,,28.6,28.1,37.9,,
Belgium,2020,Gender of Top Manager,,Top manager is female,Average,83.4,55.5,100,,42.1,27.4,56.2,,
Belgium,2020,Gender of Top Manager,,Top manager is male,Average,34.9,1.7,0,,26.6,15.3,40.3,,
Belize,2010,,,,Average,30.4,,25.5,,47.2,,,,
Belize,2010,Sector,Manufacturing,All,Average,17.5,,10.3,,27.8,,,,
Belize,2010,Sector,Manufacturing,Manufacturing,Average,17.5,,10.3,,27.8,,,,
Belize,2010,Sector,Services,All,Average,34,,29.7,,52.5,,,,
Belize,2010,Sector,Services,Services,Average,34,,29.7,,52.5,,,,
Belize,2010,Size,,Small (5-19),Average,27.4,,26,,50.4,,,,
Belize,2010,Size,,Medium (20-99),Average,40.8,,26.1,,37.8,,,,
Belize,2010,Size,,Large (100+),Average,16.8,,0,,43.5,,,,
Belize,2010,Gender of Top Manager,,Top manager is female,Average,66.9,,100,,61.7,,,,
Belize,2010,Gender of Top Manager,,Top manager is male,Average,17.9,,0,,42.2,,,,
Benin,2009,,,,Average,45.4,20.2,26.9,,29.8,,,,
Benin,2009,Sector,Manufacturing,All,Average,12.7,4.5,4.1,,15.7,,,,
Benin,2009,Sector,Manufacturing,Manufacturing,Average,12.7,4.5,4.1,,15.7,,,,
Benin,2009,Sector,Services,All,Average,48.3,23.4,31.5,,32.5,,,,
Benin,2009,Sector,Services,Services,Average,48.3,23.4,31.5,,32.5,,,,
Benin,2009,Size,,Small (5-19),Average,52.3,23.7,31.5,,30.6,,,,
Benin,2009,Size,,Medium (20-99),Average,0,0,0.9,,24.4,,,,
Benin,2009,Size,,Large (100+),Average,n.a.,0,0,,10.1,,,,
Benin,2009,Gender of Top Manager,,Top manager is female,Average,99.3,87.9,100,,63,,,,
Benin,2009,Gender of Top Manager,,Top manager is male,Average,1,0.7,0,,16.8,,,,
Benin,2016,,,,Average,36.7,21.3,25.9,,30.4,10.4,32.5,,
Benin,2016,Sector,Manufacturing,All,Average,23.2,7.6,4.7,,19.7,10.4,32.5,,
Benin,2016,Sector,Manufacturing,Manufacturing,Average,23.2,7.6,4.7,,19.7,10.4,32.5,,
Benin,2016,Sector,Services,All,Average,39.8,24.4,30.8,,32.8,,,,
Benin,2016,Sector,Services,Services,Average,39.8,24.4,30.8,,32.8,,,,
Benin,2016,Size,,Medium (20-99),Average,27.8,5.6,6.5,,23.3,17.6,34.2,,
Benin,2016,Size,,Small (5-19),Average,43.6,39.5,48.1,,36.7,6.7,33.2,,
Benin,2016,Size,,Large (100+),Average,34.7,1.2,3.1,,26.9,6.8,23.2,,
Benin,2016,Gender of Top Manager,,Top manager is female,Average,81.7,75.6,100,,52.7,n.a.,n.a.,,
Benin,2016,Gender of Top Manager,,Top manager is male,Average,20.9,2.1,0,,22.6,8.9,32.3,,
Bhutan,2009,,,,Average,31.3,,,,14.2,,,,
Bhutan,2009,Sector,Manufacturing,All,Average,41.3,,,,12.1,,,,
Bhutan,2009,Sector,Manufacturing,Manufacturing,Average,41.3,,,,12.1,,,,
Bhutan,2009,Sector,Services,All,Average,28.6,,,,14.8,,,,
Bhutan,2009,Sector,Services,Services,Average,28.6,,,,14.8,,,,
Bhutan,2009,Size,,Small (5-19),Average,28.6,,,,14.1,,,,
Bhutan,2009,Size,,Medium (20-99),Average,32.5,,,,14.8,,,,
Bhutan,2009,Size,,Large (100+),Average,55.1,,,,13.9,,,,
Bhutan,2015,,,,Average,43.3,32.8,26.3,,25.8,23.7,23.5,,
Bhutan,2015,Sector,Manufacturing,All,Average,33.8,17.5,12.8,,26,23.7,23.5,,
Bhutan,2015,Sector,Manufacturing,Food,Average,39.4,33.5,43,,60.8,53.7,42.1,,
Bhutan,2015,Sector,Manufacturing,Other Manufacturing,Average,33.2,15.8,9.6,,22.4,20.6,21.7,,
Bhutan,2015,Sector,Services,All,Average,45.1,35.7,29,,25.8,,,,
Bhutan,2015,Sector,Services,Hospitality & Tourism,Average,61.9,59.5,45.2,,35.6,,,,
Bhutan,2015,Sector,Services,Other Services,Average,36.2,23.2,20.3,,20.5,,,,
Bhutan,2015,Size,,Small (5-19),Average,44.4,39.1,27.1,,25.3,22.3,16.1,,
Bhutan,2015,Size,,Medium (20-99),Average,36.5,19.9,27.5,,29.1,31.7,42.1,,
Bhutan,2015,Size,,Large (100+),Average,63.3,2.1,7.3,,15.6,5.5,30.5,,
Bhutan,2015,Gender of Top Manager,,Top manager is female,Average,73.1,67.9,100,,27.5,48.8,77.7,,
Bhutan,2015,Gender of Top Manager,,Top manager is male,Average,32.6,20.2,0,,25.3,20,16.3,,
Bhutan,2024,,,,Average,31.3,18.6,21.4,58.1,39.4,26.9,41.4,n.a.,26
Bhutan,2024,Sector,Manufacturing,All,Average,35.7,26.8,20.5,42.5,30.4,26.9,41.4,n.a.,
Bhutan,2024,Sector,Manufacturing,Manufacturing,Average,35.7,26.8,20.5,42.5,30.4,26.9,41.4,n.a.,
Bhutan,2024,Sector,Services,All,Average,30.7,17.6,21.5,60.7,40.5,,,,26
Bhutan,2024,Sector,Services,Services,Average,30.7,17.6,21.5,60.7,40.5,,,,26
Bhutan,2024,Size,,Small (5-19),Average,29.5,20.9,24,49.1,41.7,27.8,41.2,,n.a.
Bhutan,2024,Size,,Medium (20-99),Average,30.6,16.7,19.6,n.a.,36.5,30,43.6,n.a.,52.2
Bhutan,2024,Size,,Large (100+),Average,53.3,3.5,2.3,62.3,21.8,12.9,36.3,n.a.,n.a.
Bhutan,2024,Gender of Top Manager,,Top manager is female,Average,84.9,81.9,100,n.a.,53.5,37.1,72.9,n.a.,n.a.
Bhutan,2024,Gender of Top Manager,,Top manager is male,Average,16.6,1.4,0,47.6,35.5,24.2,33.2,n.a.,30.2
Bolivia,2006,,,,Average,41.1,,,,32.2,27,42,,
Bolivia,2006,Sector,Manufacturing,All,Average,40.5,,,,32.2,27,42,,
Bolivia,2006,Sector,Manufacturing,Food,Average,47.7,,,,30.7,26.6,42.1,,
Bolivia,2006,Sector,Manufacturing,Garments,Average,59.8,,,,40.4,34.9,47.4,,
Bolivia,2006,Sector,Manufacturing,Chemicals & Chemical Products,Average,36,,,,23.9,15.9,37.2,,
Bolivia,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,32.1,,,,19.5,14.7,32,,
Bolivia,2006,Sector,Services,All,Average,41.8,,,,,,,,
Bolivia,2006,Sector,Services,Retail,Average,47.3,,,,,,,,
Bolivia,2006,Sector,Services,Rest of Universe-Services,Average,38.7,,,,,,,,
Bolivia,2006,Size,,Small (5-19),Average,42.1,,,,33.4,25.4,45.3,,
Bolivia,2006,Size,,Medium (20-99),Average,39.7,,,,31.1,31.1,35.8,,
Bolivia,2006,Size,,Large (100+),Average,40.6,,,,25.4,26.9,34.7,,
Bolivia,2010,,,,Average,41.3,,21.7,,31.4,15.9,47.7,,
Bolivia,2010,Sector,Manufacturing,All,Average,36.9,,19.4,,26.8,15.9,47.7,,
Bolivia,2010,Sector,Manufacturing,Manufacturing,Average,36.9,,19.4,,26.8,15.9,47.7,,
Bolivia,2010,Sector,Services,All,Average,45.7,,24,,36.2,,,,
Bolivia,2010,Sector,Services,Retail,Average,61.3,,19.4,,43.2,,,,
Bolivia,2010,Sector,Services,Other Services,Average,41.8,,25.1,,34.8,,,,
Bolivia,2010,Size,,Medium (20-99),Average,29.8,,11.2,,29.3,16.5,33.3,,
Bolivia,2010,Size,,Small (5-19),Average,45.8,,34.3,,35.2,16.5,64.3,,
Bolivia,2010,Size,,Large (100+),Average,66.1,,5.7,,21.6,11.4,39.8,,
Bolivia,2010,Gender of Top Manager,,Top manager is female,Average,82.3,,100,,36.3,6.3,77.6,,
Bolivia,2010,Gender of Top Manager,,Top manager is male,Average,29.9,,0,,29.9,18.7,39,,
Bolivia,2017,,,,Average,68.6,41.6,26.3,,30.6,24.8,45.5,,
Bolivia,2017,Sector,Manufacturing,All,Average,73.5,53.5,28.3,,29.4,24.8,45.5,,
Bolivia,2017,Sector,Manufacturing,Manufacturing,Average,73.5,53.5,28.3,,29.4,24.8,45.5,,
Bolivia,2017,Sector,Services,All,Average,66.8,37.4,25.6,,31,,,,
Bolivia,2017,Sector,Services,Retail,Average,78.9,71.4,55.3,,37.6,,,,
Bolivia,2017,Sector,Services,Other Services,Average,63.2,26.7,16.7,,29,,,,
Bolivia,2017,Size,,Small (5-19),Average,70.1,48.9,31.9,,31.1,25.1,47.8,,
Bolivia,2017,Size,,Medium (20-99),Average,62.7,15,10.8,,28.8,25.3,37.4,,
Bolivia,2017,Size,,Large (100+),Average,69.7,31.9,4.2,,30.1,20.9,37.1,,
Bolivia,2017,Gender of Top Manager,,Top manager is female,Average,96.5,90.6,100,,44.6,27.1,82.4,,
Bolivia,2017,Gender of Top Manager,,Top manager is male,Average,58.5,23,0,,25.3,23.9,26.6,,
Bosnia and Herzegovina,2009,,,,Average,32.8,,13.5,,32.3,21.7,46.5,,
Bosnia and Herzegovina,2009,Sector,Manufacturing,All,Average,39.3,,13.9,,28.5,21.7,46.5,,
Bosnia and Herzegovina,2009,Sector,Manufacturing,Manufacturing,Average,39.3,,13.9,,28.5,21.7,46.5,,
Bosnia and Herzegovina,2009,Sector,Services,All,Average,29.6,,13.3,,34.2,,,,
Bosnia and Herzegovina,2009,Sector,Services,Retail,Average,31,,8.7,,47.8,,,,
Bosnia and Herzegovina,2009,Sector,Services,Other Services,Average,28.9,,15.7,,27.3,,,,
Bosnia and Herzegovina,2009,Size,,Small (5-19),Average,27.2,,14.8,,32.4,16,43.6,,
Bosnia and Herzegovina,2009,Size,,Medium (20-99),Average,34.7,,12.8,,32.7,22.7,49.7,,
Bosnia and Herzegovina,2009,Size,,Large (100+),Average,55,,9.3,,30.3,33.8,41.8,,
Bosnia and Herzegovina,2009,Gender of Top Manager,,Top manager is female,Average,72.9,,100,,48.2,35.4,76.8,,
Bosnia and Herzegovina,2009,Gender of Top Manager,,Top manager is male,Average,26.8,,0,,29.8,20,41.5,,
Bosnia and Herzegovina,2013,,,,Average,22.8,7.4,16.6,,32.8,23.8,45.7,,
Bosnia and Herzegovina,2013,Sector,Manufacturing,All,Average,28.5,12,13.7,,29.2,23.8,45.7,,
Bosnia and Herzegovina,2013,Sector,Manufacturing,Manufacturing,Average,28.5,12,13.7,,29.2,23.8,45.7,,
Bosnia and Herzegovina,2013,Sector,Services,All,Average,19.7,4.9,18.3,,34.8,,,,
Bosnia and Herzegovina,2013,Sector,Services,Retail,Average,23.1,8.2,14.8,,45.2,,,,
Bosnia and Herzegovina,2013,Sector,Services,Other Services,Average,18.6,3.8,19.3,,31.4,,,,
Bosnia and Herzegovina,2013,Size,,Small (5-19),Average,23.3,9,21.1,,33.2,18.8,45.2,,
Bosnia and Herzegovina,2013,Size,,Medium (20-99),Average,21.3,6.2,12.6,,30.7,24.2,46,,
Bosnia and Herzegovina,2013,Size,,Large (100+),Average,26.2,3.6,9.4,,39.6,39.6,45.8,,
Bosnia and Herzegovina,2013,Gender of Top Manager,,Top manager is female,Average,48.4,25,100,,51.2,43.9,76.2,,
Bosnia and Herzegovina,2013,Gender of Top Manager,,Top manager is male,Average,17.7,3.8,0,,29,20.7,40.8,,
Bosnia and Herzegovina,2019,,,,Average,24.9,13,16.6,,39.4,41.2,62.2,,
Bosnia and Herzegovina,2019,Sector,Manufacturing,All,Average,27.7,15.8,17.1,,45.2,41.2,62.2,,
Bosnia and Herzegovina,2019,Sector,Manufacturing,Manufacturing,Average,27.7,15.8,17.1,,45.2,41.2,62.2,,
Bosnia and Herzegovina,2019,Sector,Services,All,Average,23.3,11.3,16.3,,36,,,,
Bosnia and Herzegovina,2019,Sector,Services,Retail,Average,35.1,23.1,26.1,,51,,,,
Bosnia and Herzegovina,2019,Sector,Services,Other Services,Average,18.9,7.1,12.6,,29.8,,,,
Bosnia and Herzegovina,2019,Size,,Medium (20-99),Average,35.8,14.3,11.3,,35.8,46.2,69.6,,
Bosnia and Herzegovina,2019,Size,,Small (5-19),Average,19,13.8,20.1,,44.3,46.6,70.1,,
Bosnia and Herzegovina,2019,Size,,Large (100+),Average,17.7,4.3,16.4,,30,24.9,39.5,,
Bosnia and Herzegovina,2019,Gender of Top Manager,,Top manager is female,Average,58.6,49.9,100,,47,23.9,58.1,,
Bosnia and Herzegovina,2019,Gender of Top Manager,,Top manager is male,Average,18.8,6,0,,37.6,45.1,63.1,,
Bosnia and Herzegovina,2023,,,,Average,23.7,12.2,15.3,46.9,35.2,28.9,55.7,51.8,53.9
Bosnia and Herzegovina,2023,Sector,Manufacturing,All,Average,28.5,14,11.1,14,35.7,28.9,55.7,51.8,
Bosnia and Herzegovina,2023,Sector,Manufacturing,Manufacturing,Average,28.5,14,11.1,14,35.7,28.9,55.7,51.8,
Bosnia and Herzegovina,2023,Sector,Services,All,Average,21.4,11.3,17.2,55.4,35,,,,53.9
Bosnia and Herzegovina,2023,Sector,Services,Retail,Average,27.9,14.2,13.5,42.6,47.4,,,,36.2
Bosnia and Herzegovina,2023,Sector,Services,Other Services,Average,18.7,10.1,18.9,59,29.6,,,,59.4
Bosnia and Herzegovina,2023,Size,,Small (5-19),Average,21.5,12.7,16.8,50.7,36.6,26.6,65.3,n.a.,56.4
Bosnia and Herzegovina,2023,Size,,Medium (20-99),Average,28.4,11.6,10.7,45.9,32.2,30.7,44.1,77.9,54.8
Bosnia and Herzegovina,2023,Size,,Large (100+),Average,24.3,9.5,19.3,38.3,34.4,35.3,48,84.7,24
Bosnia and Herzegovina,2023,Gender of Top Manager,,Top manager is female,Average,75.3,61.7,100,100,52.5,78.8,83.2,n.a.,25.1
Bosnia and Herzegovina,2023,Gender of Top Manager,,Top manager is male,Average,14.4,3.2,0,12.6,32.1,22.6,52.1,51.6,64.1
Botswana,2006,,,,Average,40.9,,,,43.1,41.3,51.9,,
Botswana,2006,Sector,Manufacturing,All,Average,54.3,,,,43.1,41.3,51.9,,
Botswana,2006,Sector,Manufacturing,Food,Average,59.1,,,,40,33.8,55.4,,
Botswana,2006,Sector,Manufacturing,Garments,Average,85.4,,,,74,79.7,52.5,,
Botswana,2006,Sector,Manufacturing,Other Manufacturing,Average,48.2,,,,38.4,35.6,51.4,,
Botswana,2006,Sector,Services,All,Average,38.5,,,,,,,,
Botswana,2006,Sector,Services,Retail,Average,36.3,,,,,,,,
Botswana,2006,Sector,Services,Other Services,Average,41.7,,,,,,,,
Botswana,2006,Size,,Small (5-19),Average,42.3,,,,41.1,37.8,52.9,,
Botswana,2006,Size,,Medium (20-99),Average,35.4,,,,42.3,39.5,52.8,,
Botswana,2006,Size,,Large (100+),Average,44.7,,,,49.7,53.4,48.3,,
Botswana,2010,,,,Average,55.3,8.9,16.5,,41.2,29.9,54,,
Botswana,2010,Sector,Manufacturing,All,Average,73.7,10.8,24.3,,37.1,29.9,54,,
Botswana,2010,Sector,Manufacturing,Manufacturing,Average,73.7,10.8,24.3,,37.1,29.9,54,,
Botswana,2010,Sector,Services,All,Average,51.1,8.5,14.6,,42.3,,,,
Botswana,2010,Sector,Services,Retail,Average,55.5,10.8,19.6,,49.1,,,,
Botswana,2010,Sector,Services,Other Services,Average,47.5,6.6,10.5,,36.8,,,,
Botswana,2010,Size,,Small (5-19),Average,57.9,10.1,24.8,,45.4,31,51.8,,
Botswana,2010,Size,,Medium (20-99),Average,53.9,7.9,5.4,,35.8,23.1,59.4,,
Botswana,2010,Size,,Large (100+),Average,45.6,5.2,3.6,,31.3,41,47.1,,
Botswana,2010,Gender of Top Manager,,Top manager is female,Average,90.6,36.1,100,,58.8,42.7,70.3,,
Botswana,2010,Gender of Top Manager,,Top manager is male,Average,48.2,3.4,0,,37.7,26.1,48.6,,
Botswana,2023,,,,Average,35.1,14.1,23,44.3,42.5,41.6,54.6,32.6,42.8
Botswana,2023,Sector,Manufacturing,All,Average,40.4,20.8,26.9,51.1,44.2,41.6,54.6,32.6,
Botswana,2023,Sector,Manufacturing,Food,Average,46.1,21.2,23.4,72.9,49.1,48.6,46.6,24.4,
Botswana,2023,Sector,Manufacturing,Other Manufacturing,Average,38.7,20.7,27.9,42.9,42.8,39.6,56.8,34.6,
Botswana,2023,Sector,Services,All,Average,34.2,12.9,22.3,43.3,42.2,,,,42.8
Botswana,2023,Sector,Services,Retail,Average,36.8,8.8,24.6,58.5,47.3,,,,39.6
Botswana,2023,Sector,Services,Hotels,Average,61.6,31.6,50.5,59.9,61.5,,,,41.9
Botswana,2023,Sector,Services,Other Services,Average,28.5,12.8,16.7,34.4,36.2,,,,45.8
Botswana,2023,Size,,Small (5-19),Average,38.3,17.8,25.9,47.8,44,41.9,53.5,31.4,38
Botswana,2023,Size,,Medium (20-99),Average,25.5,4.4,16.1,30.6,41.3,46.3,61.7,23,45.2
Botswana,2023,Size,,Large (100+),Average,48.9,21.7,26.5,60.1,30.9,21.3,36.1,47.3,66.3
Botswana,2023,Gender of Top Manager,,Top manager is female,Average,82.1,50.3,100,100,54.6,52.4,66.3,39.9,33.7
Botswana,2023,Gender of Top Manager,,Top manager is male,Average,21.4,3.7,0,26.7,38.9,37.5,50.4,29.4,44.8
Brazil,2009,,,,Average,50.2,,19.4,,30.1,35.4,44.3,,
Brazil,2009,Sector,Manufacturing,All,Average,49.9,,17.1,,28.8,35.4,44.3,,
Brazil,2009,Sector,Manufacturing,Food,Average,56.1,,21,,41.1,41,56.9,,
Brazil,2009,Sector,Manufacturing,Textiles,Average,52.7,,66,,34.5,51.2,40.7,,
Brazil,2009,Sector,Manufacturing,Garments,Average,70.4,,32,,70.1,74.5,50.1,,
Brazil,2009,Sector,Manufacturing,Leather Products,Average,56,,21.9,,48.2,48.6,49.4,,
Brazil,2009,Sector,Manufacturing,Chemicals & Chemical Products,Average,56.4,,7.1,,22.8,14.1,41.3,,
Brazil,2009,Sector,Manufacturing,Machinery & Equipment,Average,61.4,,6.6,,21.9,5.8,44.9,,
Brazil,2009,Sector,Manufacturing,Motor Vehicles,Average,20.2,,41.5,,11.2,3.7,26,,
Brazil,2009,Sector,Manufacturing,Furniture,Average,41.4,,6,,23,14.6,46.4,,
Brazil,2009,Sector,Manufacturing,Other Manufacturing,Average,44.3,,4.8,,19.2,33.3,34.2,,
Brazil,2009,Sector,Services,All,Average,50.3,,20.9,,31,,,,
Brazil,2009,Sector,Services,Retail,Average,52.9,,32.2,,45.1,,,,
Brazil,2009,Sector,Services,IT & IT Services,Average,18.9,,6.4,,37.7,,,,
Brazil,2009,Sector,Services,Other Services,Average,52,,14.9,,21.1,,,,
Brazil,2009,Size,,Medium (20-99),Average,54.9,,24.8,,31.2,38.5,40.5,,
Brazil,2009,Size,,Small (5-19),Average,47.6,,18.5,,29.9,34,48.5,,
Brazil,2009,Size,,Large (100+),Average,57.8,,4.3,,27.1,28.8,40.1,,
Brazil,2009,Gender of Top Manager,,Top manager is female,Average,78.3,,100,,42.4,39.6,54,,
Brazil,2009,Gender of Top Manager,,Top manager is male,Average,45.3,,0,,27,34.5,42.4,,
Bulgaria,2007,,,,Average,39.2,,,,48.7,46.8,55.9,,
Bulgaria,2007,Sector,Manufacturing,All,Average,31.7,,,,48.7,46.8,55.9,,
Bulgaria,2007,Sector,Manufacturing,Food,Average,41.1,,,,54.5,54.5,57.6,,
Bulgaria,2007,Sector,Manufacturing,Garments,Average,60.3,,,,89.5,93.5,60.5,,
Bulgaria,2007,Sector,Manufacturing,Machinery & Equipment,Average,15.4,,,,16.8,9.7,48.5,,
Bulgaria,2007,Sector,Manufacturing,Electronics,Average,42,,,,36.7,31.4,58.5,,
Bulgaria,2007,Sector,Manufacturing,Other Manufacturing,Average,26.8,,,,32.7,28.8,52.6,,
Bulgaria,2007,Sector,Services,All,Average,42.6,,,,,,,,
Bulgaria,2007,Sector,Services,Retail,Average,38.9,,,,,,,,
Bulgaria,2007,Sector,Services,IT & IT Services,Average,41.9,,,,,,,,
Bulgaria,2007,Sector,Services,Other Services,Average,43.5,,,,,,,,
Bulgaria,2007,Size,,Medium (20-99),Average,36,,,,49,47,54.9,,
Bulgaria,2007,Size,,Small (5-19),Average,43.5,,,,47.5,44.9,56.7,,
Bulgaria,2007,Size,,Large (100+),Average,26.2,,,,52.8,53.3,56,,
Bulgaria,2009,,,,Average,33.9,,25.7,,43.3,39.3,57.1,,
Bulgaria,2009,Sector,Manufacturing,All,Average,31.8,,19.7,,45.5,39.3,57.1,,
Bulgaria,2009,Sector,Manufacturing,Manufacturing,Average,31.8,,19.7,,45.5,39.3,57.1,,
Bulgaria,2009,Sector,Services,All,Average,34.9,,28.4,,42.3,,,,
Bulgaria,2009,Sector,Services,Retail,Average,39.3,,34,,55.8,,,,
Bulgaria,2009,Sector,Services,Other Services,Average,33,,26.1,,36.9,,,,
Bulgaria,2009,Size,,Small (5-19),Average,34.5,,30.9,,45.1,38.1,49.9,,
Bulgaria,2009,Size,,Medium (20-99),Average,34.1,,14.8,,38.4,40.1,68.7,,
Bulgaria,2009,Size,,Large (100+),Average,26.6,,12,,42.7,42.4,54.6,,
Bulgaria,2009,Gender of Top Manager,,Top manager is female,Average,80.4,,100,,61.6,61.2,73.4,,
Bulgaria,2009,Gender of Top Manager,,Top manager is male,Average,17.7,,0,,36.9,34,53.5,,
Bulgaria,2013,,,,Average,41.5,13.3,23.5,,41.5,39.2,48.7,,
Bulgaria,2013,Sector,Manufacturing,All,Average,32.7,10.7,16.4,,42.1,39.2,48.7,,
Bulgaria,2013,Sector,Manufacturing,Manufacturing,Average,32.7,10.7,16.4,,42.1,39.2,48.7,,
Bulgaria,2013,Sector,Services,All,Average,45.3,14.4,26.7,,41.3,,,,
Bulgaria,2013,Sector,Services,Retail,Average,56.1,22,44.8,,60.7,,,,
Bulgaria,2013,Sector,Services,Other Services,Average,41.6,11.7,20.5,,34.6,,,,
Bulgaria,2013,Size,,Small (5-19),Average,46.3,18.2,28.1,,42.6,32.8,48.3,,
Bulgaria,2013,Size,,Medium (20-99),Average,30.6,1.5,13.9,,37.3,41.7,51,,
